"","spp","Year","Season","Season_Year","Lat","Lon","Response","Swept","PredTF"
"1295","Yellowtail",82,"SPRING","SPRING_2012",40.970878,-67.762695,0.214795008912656,0.0384,FALSE
"1296","Yellowtail",82,"SPRING","SPRING_2012",40.819977,-68.138648,0,0.0384,FALSE
"1297","Yellowtail",82,"SPRING","SPRING_2012",41.174223,-67.340818,7.12878787878788,0.0384,FALSE
"1298","Yellowtail",82,"SPRING","SPRING_2012",40.85025,-67.813958,1.44786096256684,0.0384,FALSE
"1299","Yellowtail",82,"SPRING","SPRING_2012",40.863425,-68.130955,0,0.0384,FALSE
"1300","Yellowtail",82,"SPRING","SPRING_2012",40.52096,-68.080275,1.98172905525847,0.0384,FALSE
"1301","Yellowtail",82,"SPRING","SPRING_2012",40.353923,-68.265353,0,0.0384,FALSE
"1302","Yellowtail",82,"SPRING","SPRING_2012",40.541978,-67.443223,0,0.0384,FALSE
"1303","Yellowtail",82,"SPRING","SPRING_2012",40.321463,-68.372813,0,0.0384,FALSE
"1304","Yellowtail",82,"SPRING","SPRING_2012",40.430472,-68.208977,0,0.0384,FALSE
"1305","Yellowtail",82,"SPRING","SPRING_2012",40.163392,-68.548708,0,0.0384,FALSE
"1306","Yellowtail",82,"SPRING","SPRING_2012",40.591423,-67.08476,0,0.0384,FALSE
"1307","Yellowtail",82,"SPRING","SPRING_2012",40.660263,-66.926697,0,0.0384,FALSE
"1308","Yellowtail",82,"SPRING","SPRING_2012",41.62509,-66.756492,1.44162210338681,0.0384,FALSE
"1309","Yellowtail",82,"SPRING","SPRING_2012",41.99723,-66.519228,2.92914438502674,0.0384,FALSE
"1310","Yellowtail",82,"SPRING","SPRING_2012",41.801447,-65.947408,1.45008912655971,0.0384,FALSE
"1311","Yellowtail",82,"SPRING","SPRING_2012",41.657543,-66.960122,1.77005347593583,0.0384,FALSE
"1312","Yellowtail",82,"SPRING","SPRING_2012",41.765208,-66.755785,2.31996434937611,0.0384,FALSE
"1313","Yellowtail",82,"SPRING","SPRING_2012",41.808953,-66.947317,83.8404634581105,0.0384,FALSE
"1314","Yellowtail",82,"SPRING","SPRING_2012",41.902857,-66.807492,1.95632798573975,0.0384,FALSE
"1315","Yellowtail",82,"SPRING","SPRING_2012",41.02469,-66.57813,0.557932263814617,0.0384,FALSE
"1316","Yellowtail",82,"SPRING","SPRING_2012",41.242752,-66.699962,2.65017825311943,0.0384,FALSE
"1317","Yellowtail",82,"SPRING","SPRING_2012",41.329747,-66.93601,3.98752228163993,0.0384,FALSE
"1318","Yellowtail",82,"SPRING","SPRING_2012",41.256738,-66.998103,9.86942959001782,0.0384,FALSE
"1319","Yellowtail",82,"SPRING","SPRING_2012",41.818743,-66.482225,3.06372549019608,0.0384,FALSE
"1320","Yellowtail",82,"SPRING","SPRING_2012",41.03061,-66.4614,0,0.0384,FALSE
"1321","Yellowtail",82,"SPRING","SPRING_2012",41.070953,-66.454558,0,0.0384,FALSE
"1322","Yellowtail",82,"SPRING","SPRING_2012",41.401783,-66.102418,0,0.0384,FALSE
"1323","Yellowtail",82,"SPRING","SPRING_2012",41.840757,-65.891315,0.233065953654189,0.0384,FALSE
"1324","Yellowtail",82,"SPRING","SPRING_2012",40.963893,-66.482265,0,0.0384,FALSE
"1325","Yellowtail",82,"SPRING","SPRING_2012",40.811222,-66.689167,0,0.0384,FALSE
"1326","Yellowtail",82,"SPRING","SPRING_2012",41.217273,-66.249933,0.0623885918003565,0.0384,FALSE
"1327","Yellowtail",82,"SPRING","SPRING_2012",42.000598,-65.856535,0,0.0384,FALSE
"1328","Yellowtail",82,"SPRING","SPRING_2012",41.2724,-67.398048,0.388591800356506,0.0384,FALSE
"1329","Yellowtail",82,"SPRING","SPRING_2012",41.407055,-67.808142,0,0.0384,FALSE
"1330","Yellowtail",82,"SPRING","SPRING_2012",41.383543,-67.469557,4.54857397504456,0.0384,FALSE
"1331","Yellowtail",82,"SPRING","SPRING_2012",41.938752,-67.094993,8.22860962566845,0.0384,FALSE
"1332","Yellowtail",82,"SPRING","SPRING_2012",40.92164,-68.438563,0,0.0384,FALSE
"1333","Yellowtail",82,"SPRING","SPRING_2012",41.766785,-67.10343,3.58065953654189,0.0384,FALSE
"1334","Yellowtail",82,"SPRING","SPRING_2012",41.56013,-67.518745,0.367647058823529,0.0384,FALSE
"1335","Yellowtail",82,"SPRING","SPRING_2012",40.778295,-68.29166,0,0.0384,FALSE
"1336","Yellowtail",82,"SPRING","SPRING_2012",41.328857,-67.546897,0.835561497326203,0.0384,FALSE
"1337","Yellowtail",82,"SPRING","SPRING_2012",41.703923,-68.30581,0.116310160427807,0.0384,FALSE
"1338","Yellowtail",82,"SPRING","SPRING_2012",42.03431,-67.205893,7.60739750445633,0.0384,FALSE
"1339","Yellowtail",82,"SPRING","SPRING_2012",41.724478,-67.72381,0,0.0384,FALSE
"1340","Yellowtail",82,"SPRING","SPRING_2012",41.94746,-67.71108,0.018716577540107,0.0384,FALSE
"1341","Yellowtail",82,"SPRING","SPRING_2012",41.542862,-68.39077,0,0.0384,FALSE
"1342","Yellowtail",82,"SPRING","SPRING_2012",41.746512,-68.235987,0.180035650623886,0.0384,FALSE
"1343","Yellowtail",82,"SPRING","SPRING_2012",41.808133,-68.07533,0.389928698752228,0.0384,FALSE
"1344","Yellowtail",82,"SPRING","SPRING_2012",42.115313,-66.791088,0.273172905525847,0.0384,FALSE
"1345","Yellowtail",82,"SPRING","SPRING_2012",42.120227,-66.95058,4.43226381461676,0.0384,FALSE
"1346","Yellowtail",85,"SPRING","SPRING_2013",40.686563,-67.494475,0.32174688057041,0.0384,FALSE
"1347","Yellowtail",85,"SPRING","SPRING_2013",40.55714,-67.948595,0.261140819964349,0.0384,FALSE
"1348","Yellowtail",85,"SPRING","SPRING_2013",40.907562,-67.940462,0.115864527629234,0.0384,FALSE
"1349","Yellowtail",85,"SPRING","SPRING_2013",40.580933,-68.118643,0,0.0384,FALSE
"1350","Yellowtail",85,"SPRING","SPRING_2013",41.163472,-67.329392,0.00846702317290553,0.0384,FALSE
"1351","Yellowtail",85,"SPRING","SPRING_2013",40.827792,-67.037652,0.575311942959002,0.0384,FALSE
"1352","Yellowtail",85,"SPRING","SPRING_2013",40.823742,-67.240982,0.329768270944742,0.0384,FALSE
"1353","Yellowtail",85,"SPRING","SPRING_2013",40.821867,-68.739573,0.5,0.0384,FALSE
"1354","Yellowtail",85,"SPRING","SPRING_2013",40.650988,-68.719183,0.177807486631016,0.0384,FALSE
"1355","Yellowtail",85,"SPRING","SPRING_2013",40.746853,-68.625515,0.0757575757575758,0.0384,FALSE
"1356","Yellowtail",85,"SPRING","SPRING_2013",40.554838,-68.340042,0,0.0384,FALSE
"1357","Yellowtail",85,"SPRING","SPRING_2013",40.830513,-67.836953,0.32174688057041,0.0384,FALSE
"1358","Yellowtail",85,"SPRING","SPRING_2013",40.576873,-67.769642,0,0.0384,FALSE
"1359","Yellowtail",85,"SPRING","SPRING_2013",40.89885,-66.96509,0.696969696969697,0.0384,FALSE
"1360","Yellowtail",85,"SPRING","SPRING_2013",40.774603,-66.861443,0,0.0384,FALSE
"1361","Yellowtail",85,"SPRING","SPRING_2013",40.68785,-67.074217,0,0.0384,FALSE
"1362","Yellowtail",85,"SPRING","SPRING_2013",40.401238,-67.963652,0,0.0384,FALSE
"1363","Yellowtail",85,"SPRING","SPRING_2013",40.65459,-67.123423,0,0.0384,FALSE
"1364","Yellowtail",85,"SPRING","SPRING_2013",40.404008,-67.8672,0,0.0384,FALSE
"1365","Yellowtail",85,"SPRING","SPRING_2013",40.319107,-67.909622,0,0.0384,FALSE
"1366","Yellowtail",85,"SPRING","SPRING_2013",40.44804,-67.329557,0,0.0384,FALSE
"1367","Yellowtail",85,"SPRING","SPRING_2013",41.983167,-66.16372,0,0.0384,FALSE
"1368","Yellowtail",85,"SPRING","SPRING_2013",41.440198,-66.544357,1.43092691622103,0.0384,FALSE
"1369","Yellowtail",85,"SPRING","SPRING_2013",41.33978,-66.399698,1.02540106951872,0.0384,FALSE
"1370","Yellowtail",85,"SPRING","SPRING_2013",41.99176,-66.800957,5.09803921568627,0.0384,FALSE
"1371","Yellowtail",85,"SPRING","SPRING_2013",41.417183,-66.47985,1.42602495543672,0.0384,FALSE
"1372","Yellowtail",85,"SPRING","SPRING_2013",41.97072,-66.97093,11.0730837789661,0.0384,FALSE
"1373","Yellowtail",85,"SPRING","SPRING_2013",41.616505,-66.189933,2.26871657754011,0.0384,FALSE
"1374","Yellowtail",85,"SPRING","SPRING_2013",41.3044,-66.733333,2.15374331550802,0.0384,FALSE
"1375","Yellowtail",85,"SPRING","SPRING_2013",41.20485,-66.533208,3.2825311942959,0.0384,FALSE
"1376","Yellowtail",85,"SPRING","SPRING_2013",41.873887,-66.400823,3.15909090909091,0.0384,FALSE
"1377","Yellowtail",85,"SPRING","SPRING_2013",41.65322,-66.03169,5.99688057040998,0.0384,FALSE
"1378","Yellowtail",85,"SPRING","SPRING_2013",41.544127,-66.97262,1.60606060606061,0.0384,FALSE
"1379","Yellowtail",85,"SPRING","SPRING_2013",41.016063,-66.461082,0,0.0384,FALSE
"1380","Yellowtail",85,"SPRING","SPRING_2013",40.982897,-66.526932,0.714349376114082,0.0384,FALSE
"1381","Yellowtail",85,"SPRING","SPRING_2013",41.428015,-66.15355,0.799465240641711,0.0384,FALSE
"1382","Yellowtail",85,"SPRING","SPRING_2013",41.848343,-65.844895,0,0.0384,FALSE
"1383","Yellowtail",85,"SPRING","SPRING_2013",41.512143,-66.040658,0.504010695187166,0.0384,FALSE
"1384","Yellowtail",85,"SPRING","SPRING_2013",40.932938,-66.532525,0,0.0384,FALSE
"1385","Yellowtail",85,"SPRING","SPRING_2013",40.786245,-66.746572,0,0.0384,FALSE
"1386","Yellowtail",85,"SPRING","SPRING_2013",41.374522,-66.052682,0,0.0384,FALSE
"1387","Yellowtail",85,"SPRING","SPRING_2013",42.046925,-65.909647,0,0.0384,FALSE
"1388","Yellowtail",85,"SPRING","SPRING_2013",41.515677,-67.363303,0.0129233511586453,0.0384,FALSE
"1389","Yellowtail",85,"SPRING","SPRING_2013",41.056253,-67.680033,0.00445632798573975,0.0384,FALSE
"1390","Yellowtail",85,"SPRING","SPRING_2013",41.055972,-68.511052,0,0.0384,FALSE
"1391","Yellowtail",85,"SPRING","SPRING_2013",41.536603,-67.730023,0.31729055258467,0.0384,FALSE
"1392","Yellowtail",85,"SPRING","SPRING_2013",40.98127,-67.806448,0.156862745098039,0.0384,FALSE
"1393","Yellowtail",85,"SPRING","SPRING_2013",41.709142,-67.531065,0.158199643493761,0.0384,FALSE
"1394","Yellowtail",85,"SPRING","SPRING_2013",41.568692,-67.114068,0,0.0384,FALSE
"1395","Yellowtail",85,"SPRING","SPRING_2013",41.834602,-67.363717,1.3373440285205,0.0384,FALSE
"1396","Yellowtail",85,"SPRING","SPRING_2013",41.896245,-67.26569,0.264260249554367,0.0384,FALSE
"1397","Yellowtail",85,"SPRING","SPRING_2013",41.46266,-68.305447,0,0.0384,FALSE
"1398","Yellowtail",85,"SPRING","SPRING_2013",41.42031,-68.309698,0.129233511586453,0.0384,FALSE
"1399","Yellowtail",85,"SPRING","SPRING_2013",42.035063,-67.369757,0.883244206773619,0.0384,FALSE
"1400","Yellowtail",85,"SPRING","SPRING_2013",41.924338,-67.277043,0.164438502673797,0.0384,FALSE
"1401","Yellowtail",85,"SPRING","SPRING_2013",41.56389,-67.96609,0,0.0384,FALSE
"1402","Yellowtail",85,"SPRING","SPRING_2013",41.845567,-68.063157,0,0.0384,FALSE
"1403","Yellowtail",85,"SPRING","SPRING_2013",41.93313,-67.945997,0.254010695187166,0.0384,FALSE
"1404","Yellowtail",85,"SPRING","SPRING_2013",42.087748,-66.908912,6.23440285204991,0.0384,FALSE
"1405","Yellowtail",85,"SPRING","SPRING_2013",42.094213,-66.889537,1.17647058823529,0.0384,FALSE
"1406","Yellowtail",88,"SPRING","SPRING_2014",40.790057,-68.70368,1.40819964349376,0.0384,FALSE
"1407","Yellowtail",88,"SPRING","SPRING_2014",41.106872,-67.25027,1.49197860962567,0.0384,FALSE
"1408","Yellowtail",88,"SPRING","SPRING_2014",40.845375,-67.461583,0.46524064171123,0.0384,FALSE
"1409","Yellowtail",88,"SPRING","SPRING_2014",40.648772,-67.181033,0,0.0384,FALSE
"1410","Yellowtail",88,"SPRING","SPRING_2014",40.996157,-67.53591,1.424688057041,0.0384,FALSE
"1411","Yellowtail",88,"SPRING","SPRING_2014",40.815572,-68.138015,0.619429590017825,0.0384,FALSE
"1412","Yellowtail",88,"SPRING","SPRING_2014",40.800245,-66.83888,0,0.0384,FALSE
"1413","Yellowtail",88,"SPRING","SPRING_2014",40.156118,-68.70138,0,0.0384,FALSE
"1414","Yellowtail",88,"SPRING","SPRING_2014",40.469568,-67.94338,0,0.0384,FALSE
"1415","Yellowtail",88,"SPRING","SPRING_2014",40.170197,-68.6085,0,0.0384,FALSE
"1416","Yellowtail",88,"SPRING","SPRING_2014",40.312445,-68.020518,0,0.0384,FALSE
"1417","Yellowtail",88,"SPRING","SPRING_2014",40.453485,-67.315177,0,0.0384,FALSE
"1418","Yellowtail",88,"SPRING","SPRING_2014",42.050185,-66.174112,0,0.0384,FALSE
"1419","Yellowtail",88,"SPRING","SPRING_2014",41.529228,-66.642347,1.25980392156863,0.0384,FALSE
"1420","Yellowtail",88,"SPRING","SPRING_2014",41.766335,-66.419223,1.72994652406417,0.0384,FALSE
"1421","Yellowtail",88,"SPRING","SPRING_2014",41.28831,-66.960593,0.862299465240642,0.0384,FALSE
"1422","Yellowtail",88,"SPRING","SPRING_2014",41.5155,-66.166167,1.66666666666667,0.0384,FALSE
"1423","Yellowtail",88,"SPRING","SPRING_2014",41.730137,-66.128715,0.177361853832442,0.0384,FALSE
"1424","Yellowtail",88,"SPRING","SPRING_2014",41.314128,-66.332337,1.0632798573975,0.0384,FALSE
"1425","Yellowtail",88,"SPRING","SPRING_2014",41.289753,-66.566463,1.04545454545455,0.0384,FALSE
"1426","Yellowtail",88,"SPRING","SPRING_2014",41.47894,-66.471645,0.239304812834225,0.0384,FALSE
"1427","Yellowtail",88,"SPRING","SPRING_2014",41.08533,-66.990277,3.05258467023173,0.0384,FALSE
"1428","Yellowtail",88,"SPRING","SPRING_2014",42.018342,-66.09809,0,0.0384,FALSE
"1429","Yellowtail",88,"SPRING","SPRING_2014",41.554833,-66.57143,1.9982174688057,0.0384,FALSE
"1430","Yellowtail",88,"SPRING","SPRING_2014",41.639318,-65.88235,0,0.0384,FALSE
"1431","Yellowtail",88,"SPRING","SPRING_2014",41.854173,-65.870798,0,0.0384,FALSE
"1432","Yellowtail",88,"SPRING","SPRING_2014",40.9915,-66.515333,0,0.0384,FALSE
"1433","Yellowtail",88,"SPRING","SPRING_2014",41.055628,-66.451725,0,0.0384,FALSE
"1434","Yellowtail",88,"SPRING","SPRING_2014",41.014525,-66.42652,0,0.0384,FALSE
"1435","Yellowtail",88,"SPRING","SPRING_2014",40.899,-66.586167,0,0.0384,FALSE
"1436","Yellowtail",88,"SPRING","SPRING_2014",41.323667,-66.182667,0,0.0384,FALSE
"1437","Yellowtail",88,"SPRING","SPRING_2014",40.755585,-68.595207,0.760695187165775,0.0384,FALSE
"1438","Yellowtail",88,"SPRING","SPRING_2014",41.179267,-67.423427,2.00534759358289,0.0384,FALSE
"1439","Yellowtail",88,"SPRING","SPRING_2014",41.588547,-67.392845,0.450534759358289,0.0384,FALSE
"1440","Yellowtail",88,"SPRING","SPRING_2014",41.251263,-68.05572,3.28921568627451,0.0384,FALSE
"1441","Yellowtail",88,"SPRING","SPRING_2014",41.516182,-67.839833,0,0.0384,FALSE
"1442","Yellowtail",88,"SPRING","SPRING_2014",40.780035,-68.378153,0,0.0384,FALSE
"1443","Yellowtail",88,"SPRING","SPRING_2014",41.088677,-68.163623,0,0.0384,FALSE
"1444","Yellowtail",88,"SPRING","SPRING_2014",41.734667,-67.088333,1.67780748663102,0.0384,FALSE
"1445","Yellowtail",88,"SPRING","SPRING_2014",41.237812,-68.390013,0.0071301247771836,0.0384,FALSE
"1446","Yellowtail",88,"SPRING","SPRING_2014",41.674407,-67.668487,0,0.0384,FALSE
"1447","Yellowtail",88,"SPRING","SPRING_2014",41.864758,-67.385813,0,0.0384,FALSE
"1448","Yellowtail",88,"SPRING","SPRING_2014",41.968667,-67.316667,0,0.0384,FALSE
"1449","Yellowtail",88,"SPRING","SPRING_2014",42.157272,-66.84386,0,0.0384,FALSE
"1450","Yellowtail",88,"SPRING","SPRING_2014",42.111485,-67.381737,4.2482174688057,0.0384,FALSE
"1451","Yellowtail",88,"SPRING","SPRING_2014",41.728652,-68.361758,0,0.0384,FALSE
"1452","Yellowtail",88,"SPRING","SPRING_2014",42.13873,-66.713837,0,0.0384,FALSE
"1453","Yellowtail",91,"SPRING","SPRING_2015",40.872488,-67.77581,0.303921568627451,0.0384,FALSE
"1454","Yellowtail",91,"SPRING","SPRING_2015",40.587668,-68.092625,0,0.0384,FALSE
"1455","Yellowtail",91,"SPRING","SPRING_2015",41.051265,-67.564773,0.117201426024955,0.0384,FALSE
"1456","Yellowtail",91,"SPRING","SPRING_2015",40.742778,-67.543653,0.651960784313726,0.0384,FALSE
"1457","Yellowtail",91,"SPRING","SPRING_2015",40.791185,-68.719685,0.420677361853832,0.0384,FALSE
"1458","Yellowtail",91,"SPRING","SPRING_2015",40.68235,-67.265042,1.46345811051693,0.0384,FALSE
"1459","Yellowtail",91,"SPRING","SPRING_2015",40.801138,-67.702188,1.4349376114082,0.0384,FALSE
"1460","Yellowtail",91,"SPRING","SPRING_2015",40.632245,-68.337853,1.86497326203209,0.0384,FALSE
"1461","Yellowtail",91,"SPRING","SPRING_2015",40.41772,-68.776455,0.147058823529412,0.0384,FALSE
"1462","Yellowtail",91,"SPRING","SPRING_2015",40.770212,-67.66007,1.00757575757576,0.0384,FALSE
"1463","Yellowtail",91,"SPRING","SPRING_2015",40.483885,-67.854492,0,0.0384,FALSE
"1464","Yellowtail",91,"SPRING","SPRING_2015",40.73527,-66.889752,0,0.0384,FALSE
"1465","Yellowtail",91,"SPRING","SPRING_2015",40.419453,-67.59754,0,0.0384,FALSE
"1466","Yellowtail",91,"SPRING","SPRING_2015",40.523658,-67.538602,0,0.0384,FALSE
"1467","Yellowtail",91,"SPRING","SPRING_2015",40.349138,-67.740163,0,0.0384,FALSE
"1468","Yellowtail",91,"SPRING","SPRING_2015",40.461948,-67.251325,0,0.0384,FALSE
"1469","Yellowtail",91,"SPRING","SPRING_2015",40.39206,-67.8846,0,0.0384,FALSE
"1470","Yellowtail",91,"SPRING","SPRING_2015",41.298752,-66.755945,1.15909090909091,0.0384,FALSE
"1471","Yellowtail",91,"SPRING","SPRING_2015",41.657152,-66.194653,0.125668449197861,0.0384,FALSE
"1472","Yellowtail",91,"SPRING","SPRING_2015",41.925405,-66.891772,0,0.0384,FALSE
"1473","Yellowtail",91,"SPRING","SPRING_2015",41.77604,-66.556012,0.188948306595365,0.0384,FALSE
"1474","Yellowtail",91,"SPRING","SPRING_2015",41.020208,-66.93551,1.16488413547237,0.0384,FALSE
"1475","Yellowtail",91,"SPRING","SPRING_2015",41.542395,-66.246947,0.731283422459893,0.0384,FALSE
"1476","Yellowtail",91,"SPRING","SPRING_2015",41.487342,-67.091283,1.80169340463458,0.0384,FALSE
"1477","Yellowtail",91,"SPRING","SPRING_2015",41.32162,-66.526403,0.593582887700535,0.0384,FALSE
"1478","Yellowtail",91,"SPRING","SPRING_2015",41.150533,-66.551278,0.410873440285205,0.0384,FALSE
"1479","Yellowtail",91,"SPRING","SPRING_2015",41.85433,-66.860487,0.553475935828877,0.0384,FALSE
"1480","Yellowtail",91,"SPRING","SPRING_2015",41.733162,-66.543795,1.89527629233512,0.0384,FALSE
"1481","Yellowtail",91,"SPRING","SPRING_2015",41.130837,-67.021048,0.401960784313725,0.0384,FALSE
"1482","Yellowtail",91,"SPRING","SPRING_2015",41.620582,-65.998592,0.14349376114082,0.0384,FALSE
"1483","Yellowtail",91,"SPRING","SPRING_2015",41.656908,-66.001728,0.322192513368984,0.0384,FALSE
"1484","Yellowtail",91,"SPRING","SPRING_2015",41.423573,-66.188382,1.2397504456328,0.0384,FALSE
"1485","Yellowtail",91,"SPRING","SPRING_2015",41.782625,-65.82516,0,0.0384,FALSE
"1486","Yellowtail",91,"SPRING","SPRING_2015",41.131787,-66.404505,0,0.0384,FALSE
"1487","Yellowtail",91,"SPRING","SPRING_2015",40.971318,-66.538825,0,0.0384,FALSE
"1488","Yellowtail",91,"SPRING","SPRING_2015",41.942603,-65.772262,0,0.0384,FALSE
"1489","Yellowtail",91,"SPRING","SPRING_2015",41.120987,-66.350355,0,0.0384,FALSE
"1490","Yellowtail",91,"SPRING","SPRING_2015",41.901355,-65.75825,0,0.0384,FALSE
"1491","Yellowtail",91,"SPRING","SPRING_2015",41.598878,-67.445167,0,0.0384,FALSE
"1492","Yellowtail",91,"SPRING","SPRING_2015",41.387868,-67.56677,0,0.0384,FALSE
"1493","Yellowtail",91,"SPRING","SPRING_2015",41.64627,-67.318673,0.464795008912656,0.0384,FALSE
"1494","Yellowtail",91,"SPRING","SPRING_2015",40.867368,-68.302178,1.24866310160428,0.0384,FALSE
"1495","Yellowtail",91,"SPRING","SPRING_2015",41.222055,-68.067825,0,0.0384,FALSE
"1496","Yellowtail",91,"SPRING","SPRING_2015",41.452625,-67.53744,0,0.0384,FALSE
"1497","Yellowtail",91,"SPRING","SPRING_2015",40.913825,-68.438452,0.14349376114082,0.0384,FALSE
"1498","Yellowtail",91,"SPRING","SPRING_2015",41.19572,-67.977292,0,0.0384,FALSE
"1499","Yellowtail",91,"SPRING","SPRING_2015",42.067873,-67.103625,4.02985739750446,0.0384,FALSE
"1500","Yellowtail",91,"SPRING","SPRING_2015",41.090347,-68.571615,0.0574866310160428,0.0384,FALSE
"1501","Yellowtail",91,"SPRING","SPRING_2015",41.81332,-67.699255,0,0.0384,FALSE
"1502","Yellowtail",91,"SPRING","SPRING_2015",41.855883,-67.434162,0,0.0384,FALSE
"1503","Yellowtail",91,"SPRING","SPRING_2015",41.535773,-67.959945,0,0.0384,FALSE
"1504","Yellowtail",91,"SPRING","SPRING_2015",41.611505,-68.423008,0,0.0384,FALSE
"1505","Yellowtail",91,"SPRING","SPRING_2015",42.158612,-66.949477,0.340017825311943,0.0384,FALSE
"1506","Yellowtail",91,"SPRING","SPRING_2015",41.91333,-67.95382,0,0.0384,FALSE
"1507","Yellowtail",91,"SPRING","SPRING_2015",41.934703,-67.84568,0.455436720142603,0.0384,FALSE
"1508","Yellowtail",91,"SPRING","SPRING_2015",42.150462,-66.659097,1.24019607843137,0.0384,FALSE
"1509","Yellowtail",94,"SPRING","SPRING_2016",41.038917,-67.566845,0.249554367201426,0.0384,FALSE
"1510","Yellowtail",94,"SPRING","SPRING_2016",40.788575,-67.889958,0,0.0384,FALSE
"1511","Yellowtail",94,"SPRING","SPRING_2016",40.52741,-68.084373,0,0.0384,FALSE
"1512","Yellowtail",94,"SPRING","SPRING_2016",40.572737,-67.882525,0,0.0384,FALSE
"1513","Yellowtail",94,"SPRING","SPRING_2016",40.55495,-68.300842,0,0.0384,FALSE
"1514","Yellowtail",94,"SPRING","SPRING_2016",40.604833,-68.411167,0,0.0384,FALSE
"1515","Yellowtail",94,"SPRING","SPRING_2016",40.57575,-68.552405,0,0.0384,FALSE
"1516","Yellowtail",94,"SPRING","SPRING_2016",41.07062,-67.196422,2.48707664884135,0.0384,FALSE
"1517","Yellowtail",94,"SPRING","SPRING_2016",40.99568,-67.445927,0.134135472370766,0.0384,FALSE
"1518","Yellowtail",94,"SPRING","SPRING_2016",40.728007,-67.794328,0,0.0384,FALSE
"1519","Yellowtail",94,"SPRING","SPRING_2016",40.45968,-67.607978,0,0.0384,FALSE
"1520","Yellowtail",94,"SPRING","SPRING_2016",40.373138,-67.745358,0,0.0384,FALSE
"1521","Yellowtail",94,"SPRING","SPRING_2016",40.328833,-68.378833,0,0.0384,FALSE
"1522","Yellowtail",94,"SPRING","SPRING_2016",40.463833,-67.694333,0,0.0384,FALSE
"1523","Yellowtail",94,"SPRING","SPRING_2016",40.290507,-67.993623,0,0.0384,FALSE
"1524","Yellowtail",94,"SPRING","SPRING_2016",41.935737,-66.12194,0,0.0384,FALSE
"1525","Yellowtail",94,"SPRING","SPRING_2016",41.483007,-66.63622,0.383244206773619,0.0384,FALSE
"1526","Yellowtail",94,"SPRING","SPRING_2016",41.6006,-66.955115,1.13279857397504,0.0384,FALSE
"1527","Yellowtail",94,"SPRING","SPRING_2016",41.037468,-66.922912,0,0.0384,FALSE
"1528","Yellowtail",94,"SPRING","SPRING_2016",41.560235,-66.438027,0.147504456327986,0.0384,FALSE
"1529","Yellowtail",94,"SPRING","SPRING_2016",41.53916,-66.84603,1.35918003565062,0.0384,FALSE
"1530","Yellowtail",94,"SPRING","SPRING_2016",41.403305,-66.579577,0.931372549019608,0.0384,FALSE
"1531","Yellowtail",94,"SPRING","SPRING_2016",41.82511,-66.412938,0,0.0384,FALSE
"1532","Yellowtail",94,"SPRING","SPRING_2016",41.097137,-67.012972,1.04812834224599,0.0384,FALSE
"1533","Yellowtail",94,"SPRING","SPRING_2016",41.204733,-66.440177,0,0.0384,FALSE
"1534","Yellowtail",94,"SPRING","SPRING_2016",41.585837,-66.504368,0.481283422459893,0.0384,FALSE
"1535","Yellowtail",94,"SPRING","SPRING_2016",41.206187,-67.089637,0.108288770053476,0.0384,FALSE
"1536","Yellowtail",94,"SPRING","SPRING_2016",41.372743,-66.302155,1.60472370766488,0.0384,FALSE
"1537","Yellowtail",94,"SPRING","SPRING_2016",41.584243,-66.218265,1.30570409982175,0.0384,FALSE
"1538","Yellowtail",94,"SPRING","SPRING_2016",41.194047,-66.310667,0,0.0384,FALSE
"1539","Yellowtail",94,"SPRING","SPRING_2016",41.037765,-66.473705,0,0.0384,FALSE
"1540","Yellowtail",94,"SPRING","SPRING_2016",41.461893,-66.11386,0,0.0384,FALSE
"1541","Yellowtail",94,"SPRING","SPRING_2016",41.16315,-66.364662,0,0.0384,FALSE
"1542","Yellowtail",94,"SPRING","SPRING_2016",41.94322,-65.735798,0,0.0384,FALSE
"1543","Yellowtail",94,"SPRING","SPRING_2016",42.064973,-65.959108,0,0.0384,FALSE
"1544","Yellowtail",94,"SPRING","SPRING_2016",40.902938,-66.56318,0,0.0384,FALSE
"1545","Yellowtail",94,"SPRING","SPRING_2016",40.996928,-66.440747,0,0.0384,FALSE
"1546","Yellowtail",94,"SPRING","SPRING_2016",41.560573,-67.298947,0.258912655971479,0.0384,FALSE
"1547","Yellowtail",94,"SPRING","SPRING_2016",41.516292,-67.249732,1.75623885918004,0.0384,FALSE
"1548","Yellowtail",94,"SPRING","SPRING_2016",41.152063,-68.326468,0,0.0384,FALSE
"1549","Yellowtail",94,"SPRING","SPRING_2016",40.983555,-68.142413,0,0.0384,FALSE
"1550","Yellowtail",94,"SPRING","SPRING_2016",41.52901,-67.726903,0.169340463458111,0.0384,FALSE
"1551","Yellowtail",94,"SPRING","SPRING_2016",41.200138,-67.433892,0,0.0384,FALSE
"1552","Yellowtail",94,"SPRING","SPRING_2016",41.456617,-67.398315,0,0.0384,FALSE
"1553","Yellowtail",94,"SPRING","SPRING_2016",41.424782,-67.593815,0,0.0384,FALSE
"1554","Yellowtail",94,"SPRING","SPRING_2016",41.487798,-67.117715,0,0.0384,FALSE
"1555","Yellowtail",94,"SPRING","SPRING_2016",41.108062,-68.589873,0.189839572192513,0.0384,FALSE
"1556","Yellowtail",94,"SPRING","SPRING_2016",41.950747,-67.702052,0.10873440285205,0.0384,FALSE
